Name;ISIN;Symbol;Market;"Trading Currency";Open;High;Low;Last;"Last Date/Time";"Time Zone";Volume;Turnover 1000MERCIS;FR0010285965;ALMIL;"Euronext Growth Paris";EUR;30,00;30,10;30,00;30,00;"12/04/2022 16:07";CET;19561;586869,70
IMMOB.DASSAULT;FR0000033243;IMDA;"Euronext Paris";EUR;62,20;62,40;61,40;61,40;"12/04/2022 17:17";CET;670;41495,80
IMMOBEL;BE0003599108;IMMO;"Euronext Brussels";EUR;72,50;72,50;71,00;71,10;"12/04/2022 17:35";CET;3405;243540,60
IMMOPOOL;BE0003866838;IMMOP;"Euronext Expert Market";EUR;0,01;0,01;0,01;0,01;"22/12/2017 11:30";CET;2000;20,00
"IMOB.C GRAO PARA";PTGPA0AP0007;GPA;"Euronext Lisbon";EUR;0,191;0,191;0,191;0,191;"20/01/2022 16:30";BST;100;19,10
IMPLANET;FR0013470168;ALIMP;"Euronext Growth Paris";EUR;0,267;0,267;0,2425;0,266;"12/04/2022 17:24";CET;296885;74568,653
IMPRESA,SGPS;PTIPR0AM0000;IPR;"Euronext Lisbon";EUR;0,237;0,242;0,234;0,239;"12/04/2022 18:29";BST;51920;12395,26
"IMPRIMERIE CHIRAT";FR0000065773;MLIMP;"Euronext Access Paris";EUR;5,10;5,10;5,10;5,10;"12/04/2022 11:30";CET;81;413,10
"IMPULSE FITNESS";ES0105590006;MLIFS;"Euronext Access Paris";EUR;12,00;12,00;12,00;12,00;"06/04/2022 11:30";CET;615;7380,00
INAPA-INV.P.GESTAO;PTINA0AP0008;INA;"Euronext Lisbon";EUR;0,0235;0,0235;0,023;0,023;"12/04/2022 16:05";BST;127000;2934,50
"INCLUSIO SA/NV";BE0974374069;INCLU;"Euronext Brussels";EUR;16,70;16,70;16,55;16,55;"12/04/2022 16:42";CET;436;7240,55
"INDLE FIN.ENTREPR.";FR0000066219;INFE;"Euronext Paris";EUR;48,00;48,00;48,00;48,00;"08/04/2022 16:30";CET;163;7824,00
INDUCT;NO0010536048;INDCT;"Euronext Growth Oslo";NOK;5,74;5,74;5,74;5,74;"12/04/2022 12:10";CET;4975;28556,50
INFOCLIP;FR0011158823;MLIFC;"Euronext Access Paris";EUR;2,00;2,00;2,00;2,00;"10/02/2022 14:11";CET;320;640,00
INFOTEL;FR0000071797;INF;"Euronext Paris";EUR;54,20;56,80;53,40;55,40;"12/04/2022 17:35";CET;2185;120312,20
INFRABEL;BE6265912038;-;"Euronext Expert Market";EUR;6,12;6,12;6,12;6,12;"22/06/2021 11:30";CET;5;30,60
"ING GROEP N.V.";NL0011821202;INGA;"Euronext Amsterdam, Brussels";EUR;9,182;9,467;9,081;9,34;"12/04/2022 17:39";CET;18586313;172971103,587
INMARK;ES0105511002;MLINM;"Euronext Access Paris";EUR;17,90;17,90;17,90;17,90;"08/04/2021 00:00";CET;-;-
INMOSUPA;ES0105473005;MLISP;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-
"INNATE PHARMA";FR0010331421;IPH;"Euronext Paris";EUR;2,80;2,89;2,80;2,844;"12/04/2022 17:35";CET;170126;482814,342
"INNELEC MULTIMEDIA";FR0000064297;ALINN;"Euronext Growth Paris";EUR;5,30;5,30;5,18;5,18;"12/04/2022 15:32";CET;1036;5423,24
"INNOVADERMA PLC";GB00BT9PTW34;MLIDP;"Euronext Access Paris";EUR;0,70;0,70;0,70;0,70;"05/09/2016 15:00";CET;75;52,50
"INNOVATIVE RFK SPA";IT0005391161;MLIRF;"Euronext Access Paris";EUR;2,06;2,06;2,06;2,06;"29/03/2022 11:30";CET;1;2,06
INPOST;LU2290522684;INPST;"Euronext Amsterdam";EUR;5,204;5,512;5,09;5,342;"12/04/2022 17:35";CET;2192773;11600936,22
INSR;NO0010593544;INSR;"Oslo Børs";NOK;0,191;0,212;0,191;0,21;"12/04/2022 16:25";CET;1265561;258591,438
INSTABANK;NO0010762792;INSTA;"Euronext Growth Oslo";NOK;3,73;3,73;3,70;3,71;"12/04/2022 16:25";CET;7088;26253,73
INSTALLUX;FR0000060451;ALLUX;"Euronext Growth Paris";EUR;378,00;378,00;378,00;378,00;"12/04/2022 11:30";CET;12;4536,00
INTEGRAGEN;FR0010908723;ALINT;"Euronext Growth Paris";EUR;1,23;1,24;1,23;1,235;"12/04/2022 17:29";CET;237;292,77
"INTEGRATED WIND SO";NO0010955883;IWS;"Euronext Growth Oslo";NOK;34,80;35,00;33,20;35,00;"11/04/2022 16:25";CET;969;33737,40
"INTEGRITAS VIAGER";FR0014003FN0;MLVIE;"Euronext Access Paris";EUR;118,00;118,00;118,00;118,00;"28/01/2022 16:30";CET;10;1180,00
"INTEL CORP";US4581401001;INCO;"Traded not listed Brussels";USD;47,50;47,625;47,50;47,625;"21/03/2022 09:16";CET;700;33321,00
"INTEROIL EXPL PROD";NO0010284318;IOX;"Oslo Børs";NOK;2,10;2,495;2,09;2,43;"12/04/2022 16:25";CET;13129542;30991690,125
INTERPARFUMS;FR0004024222;ITP;"Euronext Paris";EUR;52,70;52,80;51,60;52,00;"12/04/2022 17:35";CET;43699;2280852,90
INTERTRUST;NL0010937058;INTER;"Euronext Amsterdam";EUR;19,62;19,66;19,60;19,64;"12/04/2022 17:35";CET;96823;1901618,68
"INTERVEST OFF-WARE";BE0003746600;INTO;"Euronext Brussels";EUR;28,50;28,65;28,35;28,40;"12/04/2022 17:35";CET;12549;356890,05
INTEXA;FR0000064958;ITXT;"Euronext Paris";EUR;4,40;4,40;4,40;4,40;"11/02/2022 16:30";CET;100;440,00
INTRASENSE;FR0011179886;ALINS;"Euronext Growth Paris";EUR;0,4395;0,446;0,42;0,43;"12/04/2022 17:35";CET;16802;7213,014
INVENTIVA;FR0013233012;IVA;"Euronext Paris";EUR;10,20;10,40;10,08;10,08;"12/04/2022 17:35";CET;7586;77344,62
"INVIBES ADVERTSING";BE0974299316;ALINV;"Euronext Growth Paris";EUR;17,95;17,95;17,90;17,95;"12/04/2022 17:04";CET;381;6827,20
"IOC HOLDING";BE6200101556;MLIOC;"Euronext Access Paris";EUR;0,364;0,364;0,364;0,364;"25/02/2022 16:30";CET;100;36,40
"IPOSA PROPERTIES";ES0105417002;MLIPO;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-
IPSEN;FR0010259150;IPN;"Euronext Paris";EUR;114,90;115,30;114,30;115,00;"12/04/2022 17:35";CET;123327;14176403,00
IPSOS;FR0000073298;IPS;"Euronext Paris";EUR;41,95;42,90;41,70;42,80;"12/04/2022 17:35";CET;60015;2553156,00
"IPSOS NV22";FR00140078W1;IPSNV;"Euronext Paris";EUR;43,95;43,95;43,95;43,95;"05/04/2022 12:04";CET;6620;290949,00
"IRISH CONT. GP.";IE00BLP58571;IR5B;"Euronext Dublin";EUR;3,71;3,71;3,60;3,60;"12/04/2022 21:03";IST;405285;1460418,31
"IRISH RES. PROP.";IE00BJ34P519;IRES;"Euronext Dublin";EUR;1,50;1,50;1,454;1,466;"12/04/2022 21:00";IST;539511;793846,323
ISPD;ES0109429037;ALISP;"Euronext Growth Paris";EUR;4,30;4,32;4,30;4,32;"12/04/2022 17:21";CET;30;129,06
"IT LINK";FR0000072597;ALITL;"Euronext Growth Paris";EUR;28,00;28,20;27,80;28,10;"12/04/2022 17:29";CET;1050;29442,40
"ITALY INNOVAZIONI";IT0005336521;MLITN;"Euronext Access Paris";EUR;10,20;10,20;10,20;10,20;"17/02/2022 16:45";CET;1500;15300,00
ITERA;NO0010001118;ITERA;"Oslo Børs";NOK;11,30;11,60;11,10;11,60;"12/04/2022 13:13";CET;11727;132841,95
ITESOFT;FR0004026151;ITE;"Euronext Paris";EUR;4,06;4,06;4,00;4,00;"11/04/2022 12:18";CET;2005;8140,00
J.MARTINS,SGPS;PTJMT0AE0001;JMT;"Euronext Lisbon";EUR;21,94;22,04;21,08;21,48;"12/04/2022 21:35";BST;939907;20154871,64
"JACQUES BOGART";FR0012872141;JBOG;"Euronext Paris";EUR;11,10;11,10;11,00;11,00;"12/04/2022 17:05";CET;516;5678,60
"JACQUET METALS";FR0000033904;JCQ;"Euronext Paris";EUR;19,56;19,62;19,06;19,56;"12/04/2022 17:35";CET;11763;227757,02
"JC DECAUX SA.";FR0000077919;DEC;"Euronext Paris";EUR;19,94;20,38;19,69;20,28;"12/04/2022 17:35";CET;163204;3287845,13
"JDE PEET''S";NL0014332678;JDEP;"Euronext Amsterdam";EUR;26,66;26,94;26,42;26,82;"12/04/2022 17:35";CET;175126;4685680,56
JENSEN-GROUP;BE0003858751;JEN;"Euronext Brussels";EUR;31,00;32,00;31,00;32,00;"12/04/2022 17:35";CET;740;23475,10
"JINHUI SHIPP TRANS";BMG5137R1088;JIN;"Oslo Børs";NOK;13,50;13,88;13,30;13,40;"12/04/2022 16:25";CET;199670;2698486,30
"JSA TECHNOLOGY";FR0010680033;MLJSA;"Euronext Access Paris";EUR;0,53;0,53;0,53;0,53;"08/04/2022 16:30";CET;500;265,00
JUNGLE21;ES0105636007;MLJ21;"Euronext Access Paris";EUR;3,14;3,14;3,14;3,14;"03/03/2022 00:00";CET;-;-
"JUST EAT TAKEAWAY";NL0012015705;TKWY;"Euronext Amsterdam";EUR;30,00;30,615;29,40;30,055;"12/04/2022 17:35";CET;2316751;69488493,935
"JÆREN SPAREBANK";NO0010359433;JAREN;"Oslo Børs";NOK;252,00;252,00;250,00;250,00;"12/04/2022 15:41";CET;130;32700,00
"KABELWERK EUPEN";BE0049482129;-;"Euronext Expert Market";EUR;425,00;425,00;425,00;425,00;"04/08/2015 11:30";CET;22;9350,00
KAHOOT!;NO0010823131;KAHOT;"Oslo Børs";NOK;25,61;26,15;25,20;25,90;"12/04/2022 16:25";CET;2445835;62552478,00
KALERA;NO0010874597;KAL;"Euronext Growth Oslo";NOK;4,825;4,93;4,81;4,895;"12/04/2022 16:25";CET;118780;575499,355
KALRAY;FR0010722819;ALKAL;"Euronext Growth Paris";EUR;27,70;27,75;27,35;27,55;"12/04/2022 17:35";CET;4366;120283,40
"KAUFMAN ET BROAD";FR0004007813;KOF;"Euronext Paris";EUR;28,25;28,55;28,00;28,10;"12/04/2022 17:36";CET;22944;646525,15
KBC;BE0003565737;KBC;"Euronext Brussels";EUR;61,90;63,16;61,30;62,74;"12/04/2022 17:35";CET;624914;39071746,12
"KBC ANCORA";BE0003867844;KBCA;"Euronext Brussels";EUR;38,32;39,16;38,00;38,72;"12/04/2022 17:35";CET;42519;1640514,90
"KBL EPB - ORD";LU0092281103;-;"Euronext Expert Market";EUR;35,62;35,62;35,62;35,62;"10/03/2015 12:00";CET;100;3562,00
"KBL EPB - PRIV";LU0092281442;-;"Euronext Expert Market";EUR;32,10;32,10;32,10;32,10;"26/05/2015 12:00";CET;100;3210,00
KENDRION;NL0000852531;KENDR;"Euronext Amsterdam";EUR;18,44;18,52;18,20;18,40;"12/04/2022 17:35";CET;4501;82567,46
"KENMARE RESOURCES";IE00BDC5DG00;KMR;"Euronext Dublin";EUR;5,75;5,95;5,75;5,95;"12/04/2022 18:37";IST;2467;14481,65
KERING;FR0000121485;KER;"Euronext Paris";EUR;524,50;538,10;520,90;531,80;"12/04/2022 17:36";CET;252922;133967451,30
KERLINK;FR0013156007;ALKLK;"Euronext Growth Paris";EUR;4,035;4,035;3,90;3,91;"12/04/2022 17:09";CET;7689;30223,715
"KERRY GROUP PLC";IE0004906560;KRZ;"Euronext Dublin";EUR;102,90;103,25;101,35;102,05;"12/04/2022 21:06";IST;160786;16410487,15
KEYRUS;FR0004029411;ALKEY;"Euronext Growth Paris";EUR;4,16;4,16;3,83;4,11;"12/04/2022 17:35";CET;20990;84465,68
"KEYWARE TECH.";BE0003880979;KEYW;"Euronext Brussels";EUR;1,07;1,07;1,07;1,07;"12/04/2022 10:11";CET;200;214,00
KID;NO0010743545;KID;"Oslo Børs";NOK;102,80;102,80;98,50;99,30;"12/04/2022 16:25";CET;19686;1959357,60
"KINEPOLIS GROUP";BE0974274061;KIN;"Euronext Brussels";EUR;53,00;53,45;52,35;53,00;"12/04/2022 17:35";CET;17628;932634,80
"KINGSPAN GROUP PLC";IE0004927939;KRX;"Euronext Dublin";EUR;84,30;85,34;83,50;84,98;"12/04/2022 21:04";IST;417595;35301734,84
KITRON;NO0003079709;KIT;"Oslo Børs";NOK;19,88;19,90;19,42;19,66;"12/04/2022 16:25";CET;389104;7641774,58
"KKO INTERNATIONAL";FR0013374667;ALKKO;"Euronext Growth Paris";EUR;0,17;0,17;0,16;0,163;"12/04/2022 17:35";CET;159699;25920,4985
KLARSEN;FR0011038348;ALKLA;"Euronext Growth Paris";EUR;2,35;2,425;2,32;2,415;"12/04/2022 16:48";CET;5452;12744,28
"KLAVENESS COMBINAT";NO0010833262;KCC;"Oslo Børs";NOK;55,00;56,40;55,00;56,00;"12/04/2022 16:26";CET;3194;179404,20
KLEPIERRE;FR0000121964;LI;"Euronext Paris";EUR;23,12;23,15;22,61;22,72;"12/04/2022 17:35";CET;931207;21240803,84
KLIMVEST;GB00B19RTX44;ALSIM;"Euronext Growth Paris";EUR;0,484;0,484;0,484;0,484;"28/12/2021 11:30";CET;10785;5219,94
KLM;NL0000009645;-;"Euronext Expert Market";EUR;0,99;0,99;0,99;0,99;"07/12/2021 11:30";CET;200;198,00
"KMC PROPERTIES";NO0010360175;KMCP;"Oslo Børs";NOK;10,10;10,10;9,96;9,98;"12/04/2022 16:18";CET;63059;632037,33
KOMPLETT;NO0011016040;KOMPL;"Oslo Børs";NOK;47,50;47,50;42,85;44,50;"12/04/2022 16:25";CET;132143;5919876,40
"KOMPLETT BANK";NO0010694029;KOMP;"Oslo Børs";NOK;7,77;7,86;7,73;7,86;"12/04/2022 16:25";CET;142128;1107852,91
KOMPUESTOS;ES0105425005;ALKOM;"Euronext Growth Paris";EUR;1,96;1,96;1,94;1,94;"31/03/2022 16:00";CET;102;198,68
"KONGSBERG AUTOMOT";NO0003033102;KOA;"Oslo Børs";NOK;2,444;2,48;2,43;2,444;"12/04/2022 16:25";CET;1967002;4833109,706
"KONGSBERG GRUPPEN";NO0003043309;KOG;"Oslo Børs";NOK;369,60;377,60;369,20;377,60;"12/04/2022 16:29";CET;202375;75885679,20
KORIAN;FR0010386334;KORI;"Euronext Paris";EUR;20,18;20,48;19,87;20,30;"12/04/2022 17:35";CET;196214;3980646,82
"KPN KON";NL0000009082;KPN;"Euronext Amsterdam";EUR;3,36;3,372;3,32;3,359;"12/04/2022 17:35";CET;14389444;48307203,783
"KRAFT BANK";NO0010815103;KRAB;"Euronext Growth Oslo";NOK;10,70;10,80;10,70;10,80;"12/04/2022 10:05";CET;18423;197597,10
"KTESIOS REAL ESTAT";ES0105536009;MLKTS;"Euronext Access Lisbon";EUR;12,75;12,75;12,75;12,75;"21/12/2021 21:30";BST;2000;25500,00
"KUMULUS VAPE";FR0013419876;ALVAP;"Euronext Growth Paris";EUR;10,25;10,60;10,25;10,60;"12/04/2022 14:12";CET;456;4783,10
KUMULUSBSA2020;FR0014001KF0;VAPBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-
"KYOTO GROUP";NO0010936750;KYOTO;"Euronext Growth Oslo";NOK;21,20;21,20;20,10;21,00;"12/04/2022 16:25";CET;12281;253997,10
L'OREAL;FR0000120321;OR;"Euronext Paris";EUR;360,00;365,05;354,35;361,65;"12/04/2022 17:37";CET;332473;119861097,50
"LA PERLA FASHION";NL0012191662;ALPER;"Euronext Growth Paris";EUR;3,54;3,54;3,54;3,54;"12/04/2022 09:00";CET;1;3,54
"LACROIX GROUP";FR0000066607;LACR;"Euronext Paris";EUR;40,60;40,60;39,40;40,20;"12/04/2022 17:35";CET;192;7673,50
"LAGARDERE SA";FR0000130213;MMB;"Euronext Paris";EUR;25,34;25,38;25,34;25,38;"12/04/2022 17:35";CET;93246;2365367,76
LANSON-BCC;FR0004027068;ALLAN;"Euronext Growth Paris";EUR;30,10;30,10;29,40;29,40;"12/04/2022 16:57";CET;1328;39642,60
LARGO;FR0013308582;ALLGO;"Euronext Growth Paris";EUR;7,95;8,05;7,94;7,94;"12/04/2022 15:08";CET;491;3916,27
LATECOERE;FR0000032278;LAT;"Euronext Paris";EUR;0,439;0,45;0,439;0,45;"12/04/2022 17:18";CET;211540;93666,90
LAURENT-PERRIER;FR0006864484;LPE;"Euronext Paris";EUR;94,00;94,00;92,60;94,00;"12/04/2022 12:01";CET;153;14275,60
"LAVIDE HOLDING";NL0010545679;LVIDE;"Euronext Amsterdam";EUR;0,59;0,59;0,59;0,59;"12/04/2022 09:00";CET;470;277,30
LDC;FR0013204336;LOUP;"Euronext Paris";EUR;84,20;84,40;83,80;84,00;"12/04/2022 17:35";CET;1152;96887,20
"LE TANNEUR";FR0000075673;ALTAN;"Euronext Growth Paris";EUR;4,24;4,24;4,24;4,24;"11/04/2022 09:00";CET;26;110,24
LEBON;FR0000121295;LBON;"Euronext Paris";EUR;85,20;85,20;84,60;85,00;"12/04/2022 17:28";CET;281;23836,60
LECTRA;FR0000065484;LSS;"Euronext Paris";EUR;41,15;42,05;40,90;41,35;"12/04/2022 17:35";CET;12891;533680,55
"LECTRA NV22";FR00140078U5;LSSNV;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-
LEGRAND;FR0010307819;LR;"Euronext Paris";EUR;82,38;82,38;80,26;81,76;"12/04/2022 17:35";CET;453459;36975082,40
"LERØY SEAFOOD GP";NO0003096208;LSG;"Oslo Børs";NOK;82,50;83,80;81,85;83,15;"12/04/2022 16:25";CET;720918;59893833,00
"LES AGENCES DE PAP";FR0014003I41;MLPAP;"Euronext Access Paris";EUR;2,16;2,16;2,02;2,02;"12/04/2022 16:30";CET;5940;12824,80
"LES HOTELS BAVEREZ";FR0007080254;ALLHB;"Euronext Growth Paris";EUR;55,00;55,00;55,00;55,00;"06/04/2022 16:42";CET;184;10120,00
LESTQBLANC202212BS;FR0013483401;TBMBT;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-
"LEXIBOOK LINGUIST.";FR0000033599;ALLEX;"Euronext Growth Paris";EUR;4,56;4,64;4,36;4,635;"12/04/2022 17:27";CET;25006;112836,765
LIFECARE;NO0010591191;LIFE;"Euronext Growth Oslo";NOK;3,20;3,635;3,20;3,40;"12/04/2022 16:19";CET;649061;2214514,625
"LINEDATA SERVICES";FR0004156297;LIN;"Euronext Paris";EUR;40,00;40,00;40,00;40,00;"12/04/2022 09:00";CET;51;2040,00
"LINK MOBILITY GRP";NO0010894231;LINK;"Oslo Børs";NOK;15,15;15,66;14,75;15,26;"12/04/2022 16:25";CET;258737;3913016,85
LISGRAFICA;PTLIG0AE0002;LIG;"Euronext Lisbon";EUR;0,0055;0,0055;0,0055;0,0055;"12/04/2022 15:34";BST;11940;65,67
LISI;FR0000050353;FII;"Euronext Paris";EUR;20,60;20,95;20,60;20,90;"12/04/2022 17:35";CET;7124;148537,20
"LITHO FORMAS";PTLIT0AE0005;LIT;"Euronext Access Lisbon";EUR;1,25;1,25;1,25;1,25;"09/03/2022 16:30";BST;40;50,00
LLEIDA;ES0105089009;ALLLN;"Euronext Growth Paris";EUR;3,35;3,35;3,35;3,35;"12/04/2022 09:00";CET;1;3,35
"LNA SANTE";FR0004170017;LNA;"Euronext Paris";EUR;36,25;36,50;36,00;36,45;"12/04/2022 17:35";CET;8869;321232,05
"LOCASYSTEM INTL";FR0004155208;MLLOI;"Euronext Access Paris";EUR;11,50;11,50;11,50;11,50;"08/04/2022 16:30";CET;107;1230,50
"LOGIC INSTRUMENT";FR0000044943;ALLOG;"Euronext Growth Paris";EUR;0,34;0,34;0,34;0,34;"11/04/2022 09:00";CET;35;11,90
"LOGIS CONFORT";ES0105333001;MLLOG;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-
"LOMBARD ET MEDOT";FR0006205019;MLCAC;"Euronext Access Paris";EUR;14,00;14,00;14,00;14,00;"03/02/2022 16:30";CET;1;14,00
"LOTUS BAKERIES";BE0003604155;LOTB;"Euronext Brussels";EUR;5350,00;5410,00;5260,00;5370,00;"12/04/2022 17:35";CET;831;4437040,00
LUCASBOLS;NL0010998878;BOLS;"Euronext Amsterdam";EUR;10,95;11,00;10,75;10,75;"12/04/2022 17:35";CET;3233;35006,50
LUCIBEL;FR0011884378;ALUCI;"Euronext Growth Paris";EUR;1,43;1,485;1,375;1,405;"12/04/2022 17:28";CET;73745;103913,895
"LUCIBEL BS";FR0013525953;LUCBS;"Euronext Growth Paris";EUR;0,134;0,134;0,10;0,13;"12/04/2022 17:35";CET;3131;356,70
"LUMI GRUPPEN";NO0010927288;LUMI;"Euronext Growth Oslo";NOK;36,30;36,30;32,50;36,00;"12/04/2022 16:25";CET;11165;399769,90
LUMIBIRD;FR0000038242;LBIRD;"Euronext Paris";EUR;20,40;20,65;20,05;20,20;"12/04/2022 17:35";CET;7380;149455,75
LV4S;BE6201089735;MLV4S;"Euronext Access Paris";EUR;6,70;6,70;6,70;6,70;"12/04/2022 16:30";CET;10;67,00
LVMH;FR0000121014;MC;"Euronext Paris";EUR;611,60;639,40;607,30;630,90;"12/04/2022 17:39";CET;481916;302503860,60
LYSOGENE;FR0013233475;LYS;"Euronext Paris";EUR;0,81;0,81;0,75;0,779;"12/04/2022 17:28";CET;117645;90511,579
"LYTIX BIOPHARMA";NO0010405780;LYTIX;"Euronext Growth Oslo";NOK;10,80;10,80;9,80;10,80;"12/04/2022 15:00";CET;5625;56361,95
"M VEST WATER";NO0010976343;MVW;"Euronext Growth Oslo";NOK;9,62;9,90;9,60;9,90;"12/04/2022 15:21";CET;1564;15150,40
M.R.M;FR0000060196;MRM;"Euronext Paris";EUR;1,35;1,35;1,35;1,35;"12/04/2022 16:30";CET;4041;5455,35
M2I;FR0013270626;ALMII;"Euronext Growth Paris";EUR;4,38;4,38;4,24;4,38;"12/04/2022 17:20";CET;504;2159,58
"MAAT PHARMA";FR0012634822;MAAT;"Euronext Paris";EUR;12,75;12,95;12,60;12,75;"12/04/2022 10:47";CET;669;8599,45
MADE;FR0010328302;MLMAD;"Euronext Access Paris";EUR;7,60;7,60;7,60;7,60;"11/04/2022 17:08";CET;1000;7600,00
MADVERTISE;FR0010812230;ALMNG;"Euronext Growth Paris";EUR;0,4185;0,42;0,406;0,406;"12/04/2022 16:54";CET;3543;1459,1165
MAGILLEM;FR0010827741;MLMGL;"Euronext Access Paris";EUR;19,50;19,50;19,50;19,50;"11/04/2022 16:30";CET;2;39,00
MAGNORA;NO0010187032;MGN;"Oslo Børs";NOK;21,85;21,85;20,75;21,40;"12/04/2022 16:25";CET;171041;3629685,30
"MAGSEIS FAIRFIELD";NO0010663669;MSEIS;"Oslo Børs";NOK;5,88;5,89;5,71;5,82;"12/04/2022 16:25";CET;916679;5314361,66
"MAIS.ANTOINE BAUD";FR0000061657;MLMAB;"Euronext Access Paris";EUR;250,00;250,00;250,00;250,00;"20/12/2021 11:30";CET;10;2500,00
"MAISON CLIO BLUE";FR0011092089;MLCLI;"Euronext Access Paris";EUR;2,02;2,02;2,02;2,02;"30/11/2021 16:30";CET;1;2,02
"MAISONS DU MONDE";FR0013153541;MDM;"Euronext Paris";EUR;17,07;17,09;16,80;17,05;"12/04/2022 17:35";CET;44122;748285,63
"MAJOREL GROUP LUX";LU2382956378;MAJ;"Euronext Amsterdam";EUR;28,25;29,45;27,55;28,45;"12/04/2022 17:35";CET;19127;547600,55
"MAKHEIA GROUP";FR0000072993;ALMAK;"Euronext Growth Paris";EUR;0,16;0,1608;0,1588;0,16;"12/04/2022 17:23";CET;100374;16054,1486
"MAKING SCIENCE";ES0105463006;ALMKS;"Euronext Growth Paris";EUR;19,95;19,95;19,95;19,95;"12/04/2022 11:30";CET;1;19,95
"MALIN CORP. PLC";IE00BVGC3741;MLC;"Euronext Growth Dublin";EUR;4,98;4,98;4,98;4,98;"11/04/2022 20:26";IST;236;1175,28
"MALTERIES FCO-BEL.";FR0000030074;MALT;"Euronext Paris";EUR;550,00;550,00;550,00;550,00;"12/04/2022 16:30";CET;2;1100,00
"MANITOU BF";FR0000038606;MTU;"Euronext Paris";EUR;23,50;23,90;23,15;23,55;"12/04/2022 17:35";CET;62202;1466904,30
"MANUTAN INTL";FR0000032302;MAN;"Euronext Paris";EUR;66,00;66,60;66,00;66,60;"12/04/2022 17:35";CET;16;1061,40
"MAQ ADMON. URBANAS";ES0105447009;MLMAQ;"Euronext Access Paris";EUR;8,30;8,30;8,30;8,30;"27/01/2020 11:30";CET;1;8,30
"MARATHON OIL CORP";US5658491064;MROIL;"Traded not listed Brussels";USD;16,00;16,00;16,00;16,00;"12/10/2021 09:08";CET;265;4240,00
"MARE NOSTRUM";FR0013400835;ALMAR;"Euronext Growth Paris";EUR;2,86;2,94;2,85;2,94;"12/04/2022 15:51";CET;164;476,95
MAREL;IS0000000388;MAREL;"Euronext Amsterdam";EUR;5,26;5,30;5,10;5,28;"12/04/2022 17:35";CET;24391;127514,46
"MAROC TELECOM";MA0000011488;IAM;"Euronext Paris";EUR;12,50;12,50;12,20;12,20;"12/04/2022 14:22";CET;90;1102,50
MARTIFER;PTMFR0AM0003;MAR;"Euronext Lisbon";EUR;1,30;1,305;1,30;1,30;"12/04/2022 20:31";BST;2750;3576,25
MASTRAD;FR0004155687;ALMAS;"Euronext Growth Paris";EUR;0,2495;0,2495;0,236;0,2495;"12/04/2022 15:37";CET;17573;4216,1535
"MASTRAD BS29";FR0013472446;MASBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-
MÅSØVAL;NO0010974983;MAS;"Euronext Growth Oslo";NOK;44,50;44,50;44,50;44,50;"12/04/2022 09:14";CET;1791;79699,50
"MAUNA KEA TECH";FR0010609263;MKEA;"Euronext Paris";EUR;0,552;0,552;0,533;0,541;"12/04/2022 17:35";CET;69422;37835,412
MAURAGE;BE0011844108;-;"Euronext Expert Market";EUR;350,00;350,00;350,00;350,00;"10/07/2018 11:30";CET;63;22050,00
"MAUREL ET PROM";FR0000051070;MAU;"Euronext Paris";EUR;4,70;4,995;4,70;4,96;"12/04/2022 17:35";CET;930206;4564166,385
MAZARO;BE0974404361;MLMAZ;"Euronext Access Brussels";EUR;7,90;7,90;7,50;7,50;"12/04/2022 16:30";CET;1733;13437,50
MBWS;FR0000060873;MBWS;"Euronext Paris";EUR;1,30;1,30;1,27;1,30;"12/04/2022 17:35";CET;2101;2702,485
"MBWS BSA 2022";FR0013404944;MBWBT;"Euronext Paris";EUR;0,002;0,002;0,001;0,001;"12/04/2022 16:31";CET;67;0,084
"MBWS BSAR 2023";FR0013066313;MBWSZ;"Euronext Paris";EUR;0,005;0,005;0,005;0,005;"28/03/2022 13:53";CET;472;2,36
"MBZ (Gen-Jce)";BE0010342609;-;"Euronext Expert Market";EUR;124,50;124,50;124,50;124,50;"01/09/2015 11:30";CET;7;871,50
"MCPHY ENERGY";FR0011742329;MCPHY;"Euronext Paris";EUR;18,61;18,795;18,05;18,24;"12/04/2022 17:35";CET;102944;1886584,34
MDV;FR0014006PT9;MLMDV;"Euronext Access Paris";EUR;13,298;13,298;13,298;13,298;"11/03/2022 11:30";CET;1;13,30
MDXHEALTH;BE0003844611;MDXH;"Euronext Brussels";EUR;0,72;0,72;0,71;0,711;"12/04/2022 17:35";CET;24729;17583,846
MECHELEN;BE0101614551;-;"Euronext Expert Market";EUR;35,40;35,40;35,40;35,40;"10/03/2020 11:30";CET;2;70,80
"MEDESIS PHARMA";FR0010844464;ALMDP;"Euronext Growth Paris";EUR;4,78;4,78;4,45;4,65;"12/04/2022 17:35";CET;7586;34711,76
"MEDIA 6";FR0000064404;EDI;"Euronext Paris";EUR;10,50;10,50;10,50;10,50;"18/03/2022 13:45";CET;9;94,50
